filename,label_id,label_name,ground_truth_mask
tampered_023.jpg,2,tampered,tampered_023_mask.png
tampered_024.jpg,2,tampered,tampered_024_mask.png
real_022.jpg,0,real,
synthetic_021.jpg,1,synthetic,
tampered_025.jpg,2,tampered,tampered_025_mask.png
real_023.jpg,0,real,
tampered_026.jpg,2,tampered,tampered_026_mask.png
synthetic_022.jpg,1,synthetic,
tampered_027.jpg,2,tampered,tampered_027_mask.png
tampered_028.jpg,2,tampered,tampered_028_mask.png
real_024.jpg,0,real,
real_025.jpg,0,real,
synthetic_023.jpg,1,synthetic,
real_026.jpg,0,real,
real_027.jpg,0,real,
tampered_029.jpg,2,tampered,tampered_029_mask.png
real_028.jpg,0,real,
synthetic_024.jpg,1,synthetic,
tampered_030.jpg,2,tampered,tampered_030_mask.png
tampered_031.jpg,2,tampered,tampered_031_mask.png
synthetic_025.jpg,1,synthetic,
real_029.jpg,0,real,
real_030.jpg,0,real,
synthetic_026.jpg,1,synthetic,
synthetic_027.jpg,1,synthetic,
synthetic_028.jpg,1,synthetic,
synthetic_029.jpg,1,synthetic,
real_031.jpg,0,real,
real_032.jpg,0,real,
tampered_032.jpg,2,tampered,tampered_032_mask.png
synthetic_030.jpg,1,synthetic,
synthetic_031.jpg,1,synthetic,
real_033.jpg,0,real,
real_034.jpg,0,real,
real_035.jpg,0,real,
tampered_033.jpg,2,tampered,tampered_033_mask.png
real_036.jpg,0,real,
synthetic_032.jpg,1,synthetic,
real_037.jpg,0,real,
tampered_034.jpg,2,tampered,tampered_034_mask.png
real_038.jpg,0,real,
synthetic_033.jpg,1,synthetic,
tampered_035.jpg,2,tampered,tampered_035_mask.png
tampered_036.jpg,2,tampered,tampered_036_mask.png
real_039.jpg,0,real,
real_040.jpg,0,real,
synthetic_034.jpg,1,synthetic,
synthetic_035.jpg,1,synthetic,
tampered_037.jpg,2,tampered,tampered_037_mask.png
real_041.jpg,0,real,
tampered_038.jpg,2,tampered,tampered_038_mask.png
tampered_039.jpg,2,tampered,tampered_039_mask.png
real_042.jpg,0,real,
synthetic_036.jpg,1,synthetic,
real_043.jpg,0,real,
real_044.jpg,0,real,
synthetic_037.jpg,1,synthetic,
tampered_040.jpg,2,tampered,tampered_040_mask.png
real_045.jpg,0,real,
synthetic_038.jpg,1,synthetic,
synthetic_039.jpg,1,synthetic,
real_046.jpg,0,real,
real_047.jpg,0,real,
tampered_041.jpg,2,tampered,tampered_041_mask.png
synthetic_040.jpg,1,synthetic,
synthetic_041.jpg,1,synthetic,
synthetic_042.jpg,1,synthetic,
synthetic_043.jpg,1,synthetic,
tampered_042.jpg,2,tampered,tampered_042_mask.png
tampered_043.jpg,2,tampered,tampered_043_mask.png
tampered_044.jpg,2,tampered,tampered_044_mask.png
tampered_045.jpg,2,tampered,tampered_045_mask.png
synthetic_044.jpg,1,synthetic,
synthetic_045.jpg,1,synthetic,
synthetic_046.jpg,1,synthetic,
tampered_046.jpg,2,tampered,tampered_046_mask.png
tampered_047.jpg,2,tampered,tampered_047_mask.png
synthetic_047.jpg,1,synthetic,
real_048.jpg,0,real,
synthetic_048.jpg,1,synthetic,
synthetic_049.jpg,1,synthetic,
synthetic_050.jpg,1,synthetic,
tampered_048.jpg,2,tampered,tampered_048_mask.png
real_049.jpg,0,real,
tampered_049.jpg,2,tampered,tampered_049_mask.png
tampered_050.jpg,2,tampered,tampered_050_mask.png
synthetic_051.jpg,1,synthetic,
synthetic_052.jpg,1,synthetic,
synthetic_053.jpg,1,synthetic,
tampered_051.jpg,2,tampered,tampered_051_mask.png
synthetic_054.jpg,1,synthetic,
real_050.jpg,0,real,
real_051.jpg,0,real,
synthetic_055.jpg,1,synthetic,
real_052.jpg,0,real,
synthetic_056.jpg,1,synthetic,
synthetic_057.jpg,1,synthetic,
synthetic_058.jpg,1,synthetic,
tampered_052.jpg,2,tampered,tampered_052_mask.png
real_053.jpg,0,real,
tampered_053.jpg,2,tampered,tampered_053_mask.png
real_054.jpg,0,real,
tampered_054.jpg,2,tampered,tampered_054_mask.png
real_055.jpg,0,real,
real_056.jpg,0,real,
synthetic_059.jpg,1,synthetic,
tampered_055.jpg,2,tampered,tampered_055_mask.png
real_057.jpg,0,real,
synthetic_060.jpg,1,synthetic,
synthetic_061.jpg,1,synthetic,
tampered_056.jpg,2,tampered,tampered_056_mask.png
synthetic_062.jpg,1,synthetic,
tampered_057.jpg,2,tampered,tampered_057_mask.png
synthetic_063.jpg,1,synthetic,
synthetic_064.jpg,1,synthetic,
real_058.jpg,0,real,
tampered_058.jpg,2,tampered,tampered_058_mask.png
tampered_059.jpg,2,tampered,tampered_059_mask.png
tampered_060.jpg,2,tampered,tampered_060_mask.png
tampered_061.jpg,2,tampered,tampered_061_mask.png
real_059.jpg,0,real,
real_060.jpg,0,real,
real_061.jpg,0,real,
synthetic_065.jpg,1,synthetic,
tampered_062.jpg,2,tampered,tampered_062_mask.png
synthetic_066.jpg,1,synthetic,
real_062.jpg,0,real,
tampered_063.jpg,2,tampered,tampered_063_mask.png
real_063.jpg,0,real,
synthetic_067.jpg,1,synthetic,
real_064.jpg,0,real,
real_065.jpg,0,real,
tampered_064.jpg,2,tampered,tampered_064_mask.png
real_066.jpg,0,real,
real_067.jpg,0,real,
synthetic_068.jpg,1,synthetic,
real_068.jpg,0,real,
tampered_065.jpg,2,tampered,tampered_065_mask.png
tampered_066.jpg,2,tampered,tampered_066_mask.png
real_069.jpg,0,real,
tampered_067.jpg,2,tampered,tampered_067_mask.png
synthetic_069.jpg,1,synthetic,
real_070.jpg,0,real,
synthetic_070.jpg,1,synthetic,
tampered_068.jpg,2,tampered,tampered_068_mask.png
real_071.jpg,0,real,
tampered_069.jpg,2,tampered,tampered_069_mask.png
real_072.jpg,0,real,
synthetic_071.jpg,1,synthetic,
synthetic_072.jpg,1,synthetic,
real_073.jpg,0,real,
tampered_070.jpg,2,tampered,tampered_070_mask.png
synthetic_073.jpg,1,synthetic,
synthetic_074.jpg,1,synthetic,
tampered_071.jpg,2,tampered,tampered_071_mask.png
real_074.jpg,0,real,
tampered_072.jpg,2,tampered,tampered_072_mask.png
synthetic_075.jpg,1,synthetic,
synthetic_076.jpg,1,synthetic,
real_075.jpg,0,real,
tampered_073.jpg,2,tampered,tampered_073_mask.png
tampered_074.jpg,2,tampered,tampered_074_mask.png
synthetic_077.jpg,1,synthetic,
synthetic_078.jpg,1,synthetic,
synthetic_079.jpg,1,synthetic,
real_076.jpg,0,real,
synthetic_080.jpg,1,synthetic,
tampered_075.jpg,2,tampered,tampered_075_mask.png
tampered_076.jpg,2,tampered,tampered_076_mask.png
tampered_077.jpg,2,tampered,tampered_077_mask.png
real_077.jpg,0,real,
real_078.jpg,0,real,
synthetic_081.jpg,1,synthetic,
synthetic_082.jpg,1,synthetic,
real_079.jpg,0,real,
tampered_078.jpg,2,tampered,tampered_078_mask.png
synthetic_083.jpg,1,synthetic,
real_080.jpg,0,real,
real_081.jpg,0,real,
synthetic_084.jpg,1,synthetic,
tampered_079.jpg,2,tampered,tampered_079_mask.png
real_082.jpg,0,real,
tampered_080.jpg,2,tampered,tampered_080_mask.png
real_083.jpg,0,real,
synthetic_085.jpg,1,synthetic,
synthetic_086.jpg,1,synthetic,
tampered_081.jpg,2,tampered,tampered_081_mask.png
real_084.jpg,0,real,
real_085.jpg,0,real,
real_086.jpg,0,real,
synthetic_087.jpg,1,synthetic,
real_087.jpg,0,real,
tampered_082.jpg,2,tampered,tampered_082_mask.png
real_088.jpg,0,real,
synthetic_088.jpg,1,synthetic,
real_089.jpg,0,real,
synthetic_089.jpg,1,synthetic,
real_090.jpg,0,real,
real_091.jpg,0,real,
tampered_083.jpg,2,tampered,tampered_083_mask.png
tampered_084.jpg,2,tampered,tampered_084_mask.png
synthetic_090.jpg,1,synthetic,
tampered_085.jpg,2,tampered,tampered_085_mask.png
real_092.jpg,0,real,
tampered_086.jpg,2,tampered,tampered_086_mask.png
real_093.jpg,0,real,
tampered_087.jpg,2,tampered,tampered_087_mask.png
real_094.jpg,0,real,
real_095.jpg,0,real,
synthetic_091.jpg,1,synthetic,
real_096.jpg,0,real,
synthetic_092.jpg,1,synthetic,
real_097.jpg,0,real,
tampered_088.jpg,2,tampered,tampered_088_mask.png
tampered_089.jpg,2,tampered,tampered_089_mask.png
synthetic_093.jpg,1,synthetic,
tampered_090.jpg,2,tampered,tampered_090_mask.png
synthetic_094.jpg,1,synthetic,
real_098.jpg,0,real,
real_099.jpg,0,real,
tampered_091.jpg,2,tampered,tampered_091_mask.png
synthetic_095.jpg,1,synthetic,
real_100.jpg,0,real,
tampered_092.jpg,2,tampered,tampered_092_mask.png
synthetic_096.jpg,1,synthetic,
tampered_093.jpg,2,tampered,tampered_093_mask.png
tampered_094.jpg,2,tampered,tampered_094_mask.png
tampered_095.jpg,2,tampered,tampered_095_mask.png
synthetic_097.jpg,1,synthetic,
tampered_096.jpg,2,tampered,tampered_096_mask.png
tampered_097.jpg,2,tampered,tampered_097_mask.png
synthetic_098.jpg,1,synthetic,
tampered_098.jpg,2,tampered,tampered_098_mask.png
synthetic_099.jpg,1,synthetic,
tampered_099.jpg,2,tampered,tampered_099_mask.png
synthetic_100.jpg,1,synthetic,
tampered_100.jpg,2,tampered,tampered_100_mask.png
